"Tipo";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"GPS.Longitud";"GPS.Latitud";
"Casa Rural de Alquiler";"LA DORSINDA";"Calle FUENTE DE ABAJO, 37";"24435";"León";"Vega de Espinareda";"VALLE DE FINOLLEDO";"VALLE DE FINOLLEDO";"987568563";"659775689";"";"";"casadorsinda@hotmail.es";"www.ancares-seo.com/alojamientos/casa13htm";"";"";"";"-6,7132594";"42,7313872";
"Casa Rural de Alquiler";"ENTREPEÑAS";"PEÑA, 2";"34839";"Palencia";"Mudá";"MUDA";"MUDA";"979701999";"";"";"";"mavelez@arrakis.es";"www.arrakis.es/~mavelez";"";"Si";"";"-4,3944713";"42,8753376";
"Casa Rural";"LA ERA I";"Calle REAL 4";"24995";"León";"Burón";"LARIO";"LARIO";"987740096";"616163638";"";"";"";"";"";"";"";"-5,093227";"43,0401623";
"Casa Rural de Alquiler";"FAUNA";"Calle LA ERA 45";"24154";"León";"Vegas del Condado";"VILLANUEVA DEL CONDADO";"VILLANUEVA DEL CONDADO";"987340272";"616878790";"";"";"casasruralesdeleon@gmail.com";"www.casasruralesdeleon.net";"";"Si";"";"-5,3874457";"42,6633378";
"Casa Rural de Alquiler";"FAUNA 2";"Calle LA ERA, 45";"24154";"León";"Vegas del Condado";"VILLANUEVA DEL CONDADO";"VILLANUEVA DEL CONDADO";"987340272";"";"";"";"casasruralesdeleon@gmail.com";"www.casasruralesdeleon.net";"";"Si";"";"-5,3874457";"42,6633378";
"Casa Rural de Alquiler";"FRIERO";"AMAPOLAS, 1";"24915";"León";"Posada de Valdeón";"SANTA MARINA DE VALDEON";"";"987742658";"979851674";"";"";"";"";"";"";"";"-4,8883649";"43,1344023";
"Casa Rural de Alquiler";"FRUTOS";"SAHUCO, 1";"37671";"Salamanca";"San Esteban de la Sierra";"SAN ESTEBAN DE LA SIERRA";"";"606158603";"923139305";"";"923139305";"juangordo@redfarma.org";"www.casaruralfrutos.net";"";"";"";"-5,9050374";"40,5058234";
"Casa Rural de Alojamiento Compartido";"LA FUENTE ARRIBA";"PLAZUELA DEL BANCO, 1";"37610";"Salamanca";"Mogarraz";"MOGARRAZ";"";"923418097";"649902024";"";"923418097";"fuentearriba@terra.es";"www.toprural.com/casalafuentearribawww.crfuentearriba.com";"";"";"";"-6,0538083";"40,4920251";
"Casa Rural de Alquiler";"FUENTE ASPERON";"CTRA. BEJAR-CIUDAD RODRIGO, S/N";"37658";"Salamanca";"Garcibuey";"GARCIBUEY";"";"923 241158";"923 437290";"";"";"fuenteasperon@gmail.com";"www.garcibuey.com/rurales";"";"";"";"-5,9947798";"40,5160263";
"Casa Rural de Alojamiento Compartido";"LAS GESILLAS";"Carretera Candeleda 5,4";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"920370818";"667763615";"";"";"lasgesillas@web.de";"www.lasgesillas.es";"";"";"";"-5,0845447";"40,2110653";
"Casa Rural de Alquiler";"GREDOS (CIERRE TEMPORAL)";"LA LAGUNILLA, PARAJE LAS PIÑUELAS. APARTADO 37";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"689426863";"";"";"";"";"";"";"";"";"-5,2437617";"40,1552359";
"Centro de Turismo Rural";"GUTS MUTHS";"MATANZAS, S/N";"24732";"León";"Santiago Millas";"SANTIAGO MILLAS";"SANTIAGO MILLAS";"987691123";"";"";"";"";"www.gutsmuths.com";"";"";"";"-6,0839776";"42,3895012";
"Casa Rural de Alquiler";"HIDALGO";"LAS ERAS, 19";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"";"923 437582";"678096305";"";"";"";"www.sierradesalamanca.com";"";"";"";"-6,0119689";"40,5103691";
"Casa Rural de Alquiler";"EL HINOJO";"AYUNTAMIENTO, 12";"37219";"Salamanca";"Pozos de Hinojo";"POZOS DE HINOJO";"";"923500390";"625571568";"";"";"";"www.club.telepolis.com/hinojo";"";"";"";"-6,4093856";"40,9150448";
"Casa Rural de Alquiler";"LA HORNERA";"LA FUENTE, S/N";"34839";"Palencia";"Mudá";"MUDA";"MUDA";"636317144";"";"";"";"fatimacruz@eresmas.com";"www.turpalencia.com";"";"";"";"-4,3955324";"42,8769923";
"Casa Rural de Alojamiento Compartido";"LA HOSPEDERIA DE SALAMON";"SALAMON";"24991";"León";"Crémenes";"SALAMON";"SALAMON";"987710806";"";"";"987710911";"salamon@aletur.es";"";"";"";"";"-5,1185116";"42,9035933";
"Casa Rural de Alquiler";"HUMILDAD";"JOSE ANTONIO, 50";"37610";"Salamanca";"Mogarraz";"MOGARRAZ";"";"923 418120";"";"";"";"";"";"";"";"";"-6,0523038";"40,4923914";
"Casa Rural de Alquiler";"IRENE";"LOS ALMENDROS, 3";"37510";"Salamanca";"Agallas";"AGALLAS";"AGALLAS";"600280564";"647847884";"647847877";"";"info@casairene.es";"www.casairene.es";"";"";"";"-6,4415422";"40,4488006";
"Casa Rural de Alquiler";"IVANREY";"LOS TILOS, 8";"37500";"Salamanca";"Ciudad Rodrigo";"IVANREY";"IVANREY";"923480162";"";"";"";"";"";"";"";"";"-6,560914";"40,6078153";
"Casa Rural de Alquiler";"LA LANCHA";"LA LANCHA, 3";"37540";"Salamanca";"Fuenteguinaldo";"FUENTEGUINALDO";"";"923 471027";"689 222115";"";"";"";"";"";"";"";"-6,675621";"40,4276346";
"Centro de Turismo Rural";"PORTA COELI";"CRUCE CTRA. SEQUEROS-SAN MARTIN DEL CASTAÑAR";"37659";"Salamanca";"San Martín del Castañar";"SAN MARTIN DEL CASTAÑAR";"SAN MARTIN DEL CASTAÑAR";"619807027";"";"";"";"patpergar@hotmail.com";"www.ruralportacoeli.com";"";"";"";"-6,0426187";"40,5089085";
"Casa Rural de Alquiler";"MARI";"TRAVESIA DEL POZO, 12";"37523";"Salamanca";"Peñaparda";"PEÑAPARDA";"";"923 486468";"";"";"";"";"";"";"";"";"-6,6687524";"40,3221039";
"Casa Rural de Alquiler";"MARIA LUISA";"ENCIMERA, 5";"40514";"Segovia";"Ayllón";"SALDAÑA DE AYLLON";"SALDAÑA DE AYLLON";"921553460";"";"";"";"";"";"";"";"";"-3,4236124";"41,3847052";
"Casa Rural de Alquiler";"MENCHU";"LAS ERAS, 6";"37650";"Salamanca";"Sequeros";"SEQUEROS";"SEQUEROS";"923 437065";"660694668";"";"";"casacordovilla@hotmail.com";"www.cordovillamenchu.com";"";"";"";"-6,0256463";"40,5125665";
"Centro de Turismo Rural";"MIRAVALLES";"CTRA. DE ANCARES";"24433";"León";"Candín";"BALOUTA";"BALOUTA";"987689989";"";"";"";"";"";"";"";"";"-6,7279541";"42,8165297";
"Hotel Rural";"EL MOLINO DEL ARRIERO";"Avenida VILLALIBRE, 5 5";"24717";"León";"Luyego";"LUYEGO DE SOMOZA";"LUYEGO DE SOMOZA";"987601720";"";"";"";"";"";"";"";"";"-6,2362159";"42,3845479";
"Casa Rural de Alquiler";"LA MORAL";"MADRID, S/N";"24435";"León";"Vega de Espinareda";"VALLE DE FINOLLEDO";"VALLE DE FINOLLEDO";"987404695";"";"";"";"";"";"";"";"";"-6,6939223";"42,7188289";
"Casa Rural de Alquiler";"LA NOGALA";"C/ EL CRISTO, S/N)";"24319";"León";"Bembibre";"LABANIEGO";"LABANIEGO";"619644632";"";"";"";"";"www.labaniego.es";"";"";"";"-6,4415725";"42,6444173";
"Casa Rural de Alojamiento Compartido";"LOS NOGALES";"PALENQUE S/N";"24148";"León";"Barrios de Luna (Los)";"BARRIOS DE LUNA (LOS)";"";"987581422";"609828939";"";"";"";"";"";"";"";"-5,8657761";"42,8427105";
"Casa Rural de Alquiler";"PABLOS";"REAL, 160";"47240";"Valladolid";"Valdestillas";"VALDESTILLAS";"VALDESTILLAS";"983551230";"983551275";"";"";"";"";"";"";"";"-4,7708424";"41,4864626";
"Casa Rural de Alquiler";"LA PEDROSA (CERRADA TEMPORALMENTE)";"LA PEDROSA, 2";"24891";"León";"Garrafe de Torío";"GARRAFE DE TORIO";"GARRAFE DE TORIO";"987237499";"610292366";"";"";"fausgabino@gmail.com";"www.casarurallapedrosa.com";"";"";"";"-5,5238753";"42,7329348";
"Casa Rural de Alquiler";"PEÑASALBAS";"LA IGLESIA, 1";"34842";"Palencia";"Triollo";"LASTRA (LA)";"LASTRA (LA)";"979866140";"630588579";"";"";"";"";"";"";"";"-4,680567";"42,9239983";
"Centro de Turismo Rural";"PICOS DE EUROPA";"CAMINO A SOTO YANCA";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"";"987740593";"";"";"";"";"";"";"";"";"-4,917924";"43,1517273";
"Casa Rural de Alquiler";"LA PIEDRA";"FUENTENUEVA, 107";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"";"920286173";"";"";"";"";"";"";"";"";"-4,7098477";"40,4094768";
"Casa Rural de Alquiler";"LOS PINOS";"Calle LA RODERA 13";"24141";"León";"Cabrillanes";"PIEDRAFITA DE BABIA";"PIEDRAFITA DE BABIA";"987488382";"666009085";"";"";"charly@lospinosdebabia.com";"www.lospinosdebabia.com";"";"";"";"-6,1603298";"42,9602386";
"Posada";"LA POSADA DE SAN MARTIN";"C/ LARGA, 1";"37659";"Salamanca";"San Martín del Castañar";"SAN MARTIN DEL CASTAÑAR";"SAN MARTIN DEL CASTAÑAR";"923437026";"647762900";"";"923437026";"info@posadadesanmartin.es";"www.posadadesanmartin.es";"";"";"";"-6,0647297";"40,5223372";
"Posada";"LA POSADA DEL MARQUES";"Plaza mayor 4";"24270";"León";"Carrizo";"CARRIZO DE LA RIBERA";"CARRIZO DE LA RIBERA";"987357171";"";"";"";"info@posadadelmarques.com";"www.posadadelmarques.com";"";"Si";"";"-5,8572095";"42,587676";
"Centro de Turismo Rural";"QUINTA DE LA CONCEPCION";"CTRA.  SALTO DE SAUCELLE,  KM.9,700";"37230";"Salamanca";"Hinojosa de Duero";"HINOJOSA DE DUERO";"";"923 513070";"923 169273";"";"923 169273";"duebrasl@jazzfree.com";"www.quintadelaconcepcion.es";"";"";"Si";"-6,7956691";"40,9869406";
"Casa Rural de Alojamiento Compartido";"LOS QUINTANARES";"LAS ERAS, 11";"42193";"Soria";"Rioseco de Soria";"RIOSECO DE SORIA";"RIOSECO DE SORIA";"975365936";"";"";"";"";"";"";"";"";"-2,8403919";"41,6424357";
"Casa Rural de Alquiler";"QUIROGA";"PZA. LOS BOLOS";"24569";"León";"Sobrado";"PORTELA DE AGUIAR";"PORTELA DE AGUIAR";"987807277";"987689111";"";"";"";"";"";"";"";"-6,8550393";"42,5195876";
"Casa Rural de Alquiler";"REINO DE LEON";"Calle LA BOLADA, 4";"24141";"León";"Cabrillanes";"QUINTANILLA DE BABIA";"QUINTANILLA DE BABIA";"987260175";"600570410";"";"";"reynodeleon@hotmail.com";"";"";"";"";"-6,1603298";"42,9602386";
"Casa Rural de Alquiler";"EL RINCON";"PLAZA OBISPO MARI JUAN, S/N";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"";"635636605";"923437568";"";"";"";"www.sierradesalamanca.com";"";"";"";"-6,0119689";"40,5103691";
"Posada";"POSADA RINCON DE ALARDOS (CIERRE TEMPORAL)";"FINCA LAS PLANAS (EL RASO)";"05489";"Ávila";"Candeleda";"RASO (EL)";"*DISEMINADO*";"920377075";"656892656";"";"";"cliente@rincondelardos.es";"www.rincondealardos.es";"";"";"";"-5,2437617";"40,1552359";
"Casa Rural de Alojamiento Compartido";"EL ROBLEDAL";"Calle LA IGLESIA 143";"42328";"Soria";"Castillejo de Robledo";"CASTILLEJO DE ROBLEDO";"CASTILLEJO DE ROBLEDO";"975355005";"615293951";"";"";"";"";"";"";"";"-3,4951771";"41,5590845";
"Casa Rural de Alquiler";"ROSA";"ALVAREZ MORATO, 33";"37768";"Salamanca";"Santos (Los)";"SANTOS (LOS)";"";"923 232610";"658 908148";"";"";"";"";"";"";"";"-5,8002192";"40,5428572";
"Casa Rural de Alquiler";"SAN NICOLAS";"LA IGLESIA, 43";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"654341802";"";"";"987401852";"";"";"";"";"";"-6,5256357";"42,5403955";
"Centro de Turismo Rural";"SAN TELMO";"MARTIN VEÑA,8";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979811028";"617885744";"";"";"centroruralsantelmo@yahoo.es";"www.centroruralsantelmo.com";"";"";"";"-4,4047868";"42,2679513";
"Casa Rural de Alquiler";"SATURNINA";"CAMPO DEL VALLE, S/N";"24434";"León";"Vega de Espinareda";"SESAMO";"";"987564829";"666630988";"";"";"";"";"";"";"";"-6,7132594";"42,7313872";
"Casa Rural de Alquiler";"LA SERRANILLA";"Calle ALHONDIGA 1";"37671";"Salamanca";"San Esteban de la Sierra";"SAN ESTEBAN DE LA SIERRA";"SAN ESTEBAN DE LA SIERRA";"923435006";"";"";"";"laserranilla@sierradefrancia.com";"www.laserranilla.com";"";"Si";"";"-5,9043878";"40,5058109";
"Centro de Turismo Rural";"SIERRA DE GATA";"FINCA EL RUDILLO";"37530";"Salamanca";"Serradilla del Llano";"SERRADILLA DEL LLANO";"";"923 163331";"923 163112";"";"";"";"";"";"";"";"-6,3573881";"40,5004261";
"Casa Rural de Alquiler";"LA SOLANA";"CTRA. AGUILAR, S/N";"34839";"Palencia";"Cervera de Pisuerga";"RUEDA DE PISUERGA";"RUEDA DE PISUERGA";"979870938";"";"";"";"";"";"";"";"";"-4,4219322";"42,7856482";
"Posada";"SANTA Mª LA REAL";"CTRA. DE CERVERA S/N";"34800";"Palencia";"Aguilar de Campoo";"AGUILAR DE CAMPOO";"AGUILAR DE CAMPOO";"979122000";"979122522";"";"979122552";"reservas@posadasantamarialareal.com";"www.posadasantamarialareal.com";"";"Si";"Si";"-4,2636462";"42,7948258";
"Casa Rural de Alojamiento Compartido";"SUSARON";"REAL, 22";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"";"654300300";"";"";"";"susaron@las.es";"www.las.es/susaron";"";"";"";"-5,2693352";"43,0273089";
"Casa Rural de Alojamiento Compartido";"EL TREBOL";"MAYOR, 25";"37792";"Salamanca";"Cantagallo";"CANTAGALLO";"";"923 410691";"923 411642";"";"";"";"";"";"";"";"-5,8175401";"40,3727458";
"Casa Rural de Alojamiento Compartido";"VALIÑA";"VALIÑA";"24441";"León";"Toral de los Vados";"VALIÑA";"VALIÑA";"987689222";"";"";"";"";"";"";"";"";"-6,7596216";"42,5793122";
"Centro de Turismo Rural";"VALLE DE ANCARES";"LAS CANCELAS, 4";"24433";"León";"Candín";"PEREDA DE ANCARES";"PEREDA DE ANCARES";"987564284";"";"";"";"";"";"";"Si";"";"-6,7279541";"42,8165297";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 1";"POBLADO DE LAS CRUCERAS. RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 10";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 11";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 12";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 13";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 14";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 15";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 16";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 17";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 19";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 2";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 20";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 21";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 22";"POBLADO DE LAS CRUCERAS. RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 23";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 24";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 25";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 26";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 27";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 3";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 30";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 31";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 32";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 33";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 34";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 35";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"918625395";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 4";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Casa Rural de Alquiler";"VALLE DE IRUELAS 9";"POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"";"";"";"iruelas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"-4,6455313";"40,4761892";
"Posada";"LA VIEJA CHIMENEA";"SOLEDAD, 37";"42145";"Soria";"Cidones";"HERREROS";"HERREROS";"975270459";"";"";"";"info@laviejachimenea.com";"http://www.laviejachimenea.com";"";"Si";"Si";"-2,7140513";"41,8193966";
"Casa Rural de Alojamiento Compartido";"LA VIEJA ESTACIÓN DE MORÓN";"AVDA. DE LA ESTACION, S/N";"42223";"Soria";"Morón de Almazán";"MORON DE ALMAZAN";"MORON DE ALMAZAN";"975306086";"";"";"";"";"www.laviejaestaciondemoron.com";"";"";"";"-2,4131359";"41,4139755";
"Casa Rural de Alquiler";"LA VISTA DE GREDOS-1";"CTRA. C-500, KM. 42,100";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"920348052";"920348076";"";"920 348052";"";"";"";"Si";"";"-5,1429823";"40,3633336";
"Casa Rural de Alquiler";"LA VISTA DE GREDOS-2";"CTRA. VENTA RASQUILLA-BARCO DE AVIL";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"920348052";"920348076";"";"920 348052";"";"";"";"Si";"";"-5,1324826";"40,3619963";
"Casa Rural de Alquiler";"CASA LLANITOS";"LLANITOS, 23";"37656";"Salamanca";"Cepeda";"CEPEDA";"CEPEDA";"923120046";"639975074";"";"";"";"";"";"";"";"-6,0399824";"40,4647612";
"Centro de Turismo Rural";"BUENAVISTA";"SOLASIERRA, 10";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740797";"639 838133";"";"987746213";"ctr.buenavista@yahoo.es";"";"";"";"";"-5,006735";"42,9762699";
"Casa Rural de Alojamiento Compartido";"CASA PILI";"Calle SAN FRANCISCO, 22";"09211";"Burgos";"Frías";"FRIAS";"FRIAS";"947358565";"";"";"";"";"";"";"";"";"-3,2907316";"42,765033";
"Casa Rural de Alojamiento Compartido";"CASA PAULA";"CARRETERA EL RIBERO-BERBERANA";"09510";"Burgos";"Valle de Losa";"QUINCOCES DE YUSO";"QUINCOCES DE YUSO";"947194014";"687203823";"";"";"casacafe@terra.es";"www.casapaula.com";"";"Si";"";"-3,2679473";"43,0109719";
"Casa Rural de Alquiler";"EL FERIAL";"SAN NICOLAS, 59";"09280";"Burgos";"Pancorbo";"PANCORBO";"PANCORBO";"627882065";"947354276";"";"";"vicensif@gmail.com";"www.casaruralelferial.com";"";"";"";"-3,1112981";"42,631704";
"Casa Rural de Alojamiento Compartido";"DEL CONDADO";"REAL, 13";"09215";"Burgos";"Condado de Treviño";"CUCHO";"";"945 360102";"";"";"";"";"";"";"";"";"-2,7798099";"42,7638099";
